,county_name,state,fips,attained_bachelors,attained_doctorate,attained_masters,attained_professional,black,black_homeowners,eight_rooms,electricity_cost,five_rooms,four_rooms,kitchen_complete,lower_quartile_home_value,mean_household_size_owner,mean_household_size_renter,median_age,median_gross_rent,median_gross_rent_frac_income,median_home_value,median_number_rooms,median_year_built,mhhi,mhhi_family,mhhi_nonfamily,more_than_200k,one_person_household,one_room,owners_25_34,plumbing_complete,renter_occupied,seven_rooms,six_rooms,three_rooms,total_pop,transportation_drive_alone,transportation_public,two_rooms,upper_quartile_home_value,vacant_units,white,unemployed_rate_q1_22,unemployed_rate_q2_22,unemployed_rate_q3_22,unemployed_rate_q4_22,unemployed_rate_year_22,emp_location_quotient_natural_resources_and_mining,emp_location_quotient_construction,emp_location_quotient_manufacturing,emp_location_quotient_trade_transportation_and_utilities,emp_location_quotient_information,emp_location_quotient_financial_activities,emp_location_quotient_professional_and_business_services,emp_location_quotient_education_and_health_services,emp_location_quotient_leisure_and_hospitality,emp_location_quotient_other_services,emp_location_quotient_unclassified,wage_location_quotient_natural_resources_and_mining,wage_location_quotient_construction,wage_location_quotient_manufacturing,wage_location_quotient_trade_transportation_and_utilities,wage_location_quotient_information,wage_location_quotient_financial_activities,wage_location_quotient_professional_and_business_services,wage_location_quotient_education_and_health_services,wage_location_quotient_leisure_and_hospitality,wage_location_quotient_other_services,wage_location_quotient_unclassified,house_price_jan_2022,house_price_feb_2022,house_price_mar_2022,house_price_apr_2022,house_price_may_2022,house_price_jun_2022,house_price_july_2022,house_price_aug_2022,house_price_sep_2022,house_price_oct_2022,house_price_nov_2022,house_price_dec_2022,house_price_jan_2023,house_price_feb_2023,house_price_mar_2023,house_price_avg_q1_2022,house_price_avg_q2_2022,house_price_avg_q3_2022,house_price_avg_q4_2022,house_price_avg_q1_2023,house_price_avg_2022
10,5.793,-inf,6.929,-2.538,-5.59,-3.033,-5.421,-2.427,-0.896,-2.477,-4.238,-1.393,-2.052,-0.009,11.133,0.99,0.975,3.684,6.615,3.14,11.672,1.74,7.594,10.937,11.054,10.239,-3.577,-1.395,-4.918,-2.355,-0.003,-1.339,-1.965,-1.487,-2.85,10.711,-0.185,-inf,-4.632,12.188,-1.92,-0.232,0.93,0.788,0.875,0.676,0.822,0.077,0.223,0.863,0.199,-1.273,-0.734,-1.609,-0.598,0.0,0.131,,0.419,0.399,0.967,0.378,-1.966,-1.109,-2.04,-0.357,-0.02,0.086,,12.03,12.046,12.064,12.08,12.095,12.111,12.122,12.126,12.127,12.124,12.12,12.115,12.124,12.137,12.155,12.047,12.096,12.125,12.12,12.139,12.097
11,5.805,-inf,6.93,-2.516,-5.702,-3.48,-6.14,-0.886,-0.253,-2.482,-4.647,-1.214,-2.051,-0.021,10.446,0.842,1.075,3.839,6.399,3.105,11.287,1.74,7.591,10.561,10.998,9.964,-3.447,-1.036,-5.438,-3.068,-0.016,-1.791,-1.858,-1.528,-4.013,9.457,-0.187,-inf,-4.209,11.982,-1.312,-0.572,1.352,1.308,1.419,1.29,1.344,-inf,-inf,-inf,0.191,-1.561,-0.821,-1.514,-0.248,-0.868,-0.478,,-inf,-inf,-inf,0.285,-2.659,-1.609,-2.12,-0.462,-1.347,-0.635,,,11.32,11.311,11.308,11.302,11.301,11.298,11.293,11.279,11.264,11.251,11.246,11.274,11.305,11.334,,11.304,11.29,11.254,11.304,11.202
12,5.855,-inf,6.932,-2.468,-5.637,-3.109,-5.133,-0.791,-0.469,-2.282,-4.975,-1.357,-2.015,-0.006,10.882,1.095,0.815,3.752,6.554,3.374,11.641,1.758,7.593,10.694,10.996,9.995,-3.537,-1.07,-5.031,-2.786,-0.009,-1.292,-1.84,-1.686,-3.212,10.058,-0.109,-inf,-5.386,12.215,-1.204,-0.663,1.609,1.451,1.668,1.693,1.609,1.235,-1.05,0.978,0.113,-1.47,-0.329,-1.561,-0.261,-0.223,-0.598,,1.502,-0.942,1.295,0.068,-2.813,-0.821,-2.04,-0.301,-0.478,-0.528,,11.585,11.585,11.577,11.568,11.563,11.565,11.569,11.569,11.564,11.554,11.542,11.536,11.574,11.616,11.655,11.582,11.565,11.567,11.544,11.616,11.565
13,5.861,-inf,6.934,-2.422,-inf,-3.361,-4.573,-2.019,-0.678,-2.573,-4.317,-1.506,-1.777,-0.0,11.194,0.978,0.85,3.768,6.256,3.25,11.715,1.74,7.592,10.718,10.936,9.849,-3.464,-1.283,-4.866,-2.386,-0.008,-1.449,-2.143,-1.478,-3.125,9.56,-0.161,-inf,-5.005,12.307,-1.471,-0.218,0.875,0.742,0.875,0.742,0.811,0.239,-1.966,1.847,-0.821,-1.47,-0.916,-2.303,-0.916,-1.347,-1.139,,0.344,-1.966,1.797,-0.799,-2.408,-1.171,-2.659,-0.844,-1.47,-1.109,,11.61,11.612,11.609,11.607,11.607,11.615,11.622,11.628,11.623,11.613,11.6,11.59,11.618,11.653,11.691,11.61,11.609,11.624,11.601,11.655,11.611
14,5.875,-inf,6.936,-2.104,-5.831,-3.393,-5.239,-3.65,-0.775,-2.205,-4.66,-1.368,-1.689,-0.005,11.182,1.001,0.904,3.735,6.585,3.303,11.666,1.705,7.594,10.786,11.056,9.968,-3.549,-1.187,-4.179,-2.305,-0.004,-1.479,-2.337,-1.595,-3.15,9.619,-0.168,-inf,-5.135,12.255,-1.738,-0.079,0.956,0.861,0.968,0.693,0.875,1.115,0.928,0.425,-0.117,-1.609,-0.635,-2.12,-1.204,-0.598,-0.174,,0.863,1.421,0.588,0.039,-1.609,-1.386,-2.813,-1.427,-0.755,0.174,,11.977,11.985,11.993,12.008,12.02,12.032,12.036,12.035,12.025,12.01,11.994,11.984,12.007,12.037,12.07,11.985,12.02,12.032,11.996,12.039,12.008
15,5.914,-inf,6.938,-1.953,-4.703,-2.703,-4.724,-1.822,-0.818,-2.313,-4.644,-1.488,-2.04,-0.005,11.355,0.92,0.986,3.666,6.752,3.174,11.968,1.775,7.593,10.986,11.169,10.531,-3.185,-1.244,-5.909,-2.466,-0.002,-1.175,-1.921,-1.626,-3.067,10.879,-0.15,-8.637,-4.217,12.391,-1.935,-0.369,1.018,0.889,1.006,0.803,0.933,1.227,-0.755,0.779,-0.02,-1.386,-0.562,-0.342,-0.248,0.14,-0.462,,1.353,-0.693,0.698,0.14,-2.207,-0.693,-0.494,-0.041,0.148,-0.223,,11.998,12.005,12.011,12.019,12.029,12.04,12.048,12.053,12.054,12.053,12.052,12.053,12.061,12.071,12.083,12.004,12.029,12.051,12.053,12.072,12.035
16,5.922,-inf,6.94,-2.198,-4.968,-3.024,-4.422,-1.814,-0.722,-2.122,-4.69,-1.67,-2.389,-0.009,11.343,0.948,0.815,3.74,6.635,3.35,11.773,1.841,7.59,10.859,11.071,10.266,-3.916,-1.253,-4.423,-2.288,-0.002,-1.276,-1.551,-1.544,-3.339,10.947,-0.15,-6.744,-4.555,12.176,-1.734,-0.251,1.194,1.076,1.184,0.968,1.11,-0.478,0.432,0.997,0.049,-1.514,-0.478,-0.868,-0.598,-0.261,-0.342,,-0.117,0.571,1.082,0.03,-2.12,-0.968,-1.347,-0.462,-0.462,-0.163,,11.891,11.901,11.908,11.916,11.926,11.938,11.945,11.947,11.945,11.943,11.94,11.936,11.943,11.957,11.973,11.9,11.927,11.946,11.94,11.958,11.928
17,5.974,-inf,6.942,-2.695,-4.118,-3.299,-5.571,-0.732,-0.423,-3.064,-5.044,-0.816,-1.831,-0.008,10.233,1.019,1.075,3.816,6.489,3.281,11.324,1.649,7.596,10.545,10.863,10.269,-3.796,-0.938,-4.863,-3.2,0.0,-1.538,-2.535,-1.607,-4.14,9.374,-0.145,-5.909,-6.983,11.896,-1.042,-0.691,1.386,1.194,1.352,1.099,1.265,1.528,-1.139,0.642,0.542,-1.171,-1.47,-1.427,-0.494,-0.446,-0.562,,1.934,-1.171,0.542,0.77,-1.772,-1.966,-1.833,-0.261,-0.528,-0.446,,11.279,11.287,11.293,11.298,11.305,11.315,11.32,11.318,11.307,11.302,11.304,11.316,11.358,11.399,11.437,11.286,11.306,11.315,11.307,11.398,11.304
18,5.996,-inf,6.944,-2.548,-6.012,-3.68,-5.096,-1.181,-0.232,-2.566,-5.541,-1.411,-2.036,-0.016,10.766,0.975,0.94,3.908,6.485,3.223,11.471,1.74,7.594,10.82,10.969,10.322,-4.075,-1.222,-3.58,-3.479,-0.005,-1.64,-1.774,-1.617,-2.942,9.254,-0.25,-inf,-4.881,12.167,-0.996,-0.445,0.981,0.889,0.968,0.875,0.93,0.588,-0.616,1.456,-0.342,-inf,-1.514,-1.427,-0.673,-0.673,-inf,,0.82,-0.693,1.517,-0.174,-inf,-2.12,-1.386,-0.799,-0.128,-inf,,11.838,11.846,11.855,11.862,11.865,11.871,11.874,11.879,11.875,11.869,11.858,11.849,11.858,11.879,11.905,11.847,11.866,11.876,11.858,11.881,11.862
19,6.023,-inf,6.946,-2.354,-5.233,-3.061,-4.519,-2.093,-0.708,-2.549,-6.677,-0.986,-2.013,-0.012,11.084,0.971,0.863,3.759,6.475,3.453,11.625,1.668,7.593,10.74,11.045,10.068,-3.547,-1.165,-4.348,-2.523,-0.007,-1.375,-2.241,-1.756,-3.293,10.532,-0.12,-inf,-5.004,12.113,-1.459,-0.188,1.006,0.903,1.065,0.875,0.965,0.166,-0.329,0.779,0.315,-1.47,-0.562,-1.204,-0.083,-0.094,-0.371,,0.392,-0.301,0.658,0.621,-2.303,-0.821,-1.427,0.068,-0.128,-0.139,,11.692,11.693,11.689,11.69,11.692,11.702,11.705,11.706,11.698,11.688,11.677,11.667,11.676,11.689,11.706,11.692,11.694,11.703,11.678,11.69,11.692
20,6.05,-inf,6.948,-2.16,-6.045,-3.206,-5.11,-1.422,-0.568,-2.617,-3.85,-0.96,-2.126,-0.006,10.741,1.022,1.075,3.74,6.38,3.011,11.36,1.686,7.592,10.671,11.061,9.705,-3.555,-1.078,-4.816,-2.665,-0.006,-1.389,-2.336,-1.52,-3.866,9.496,-0.273,-4.877,-5.385,12.011,-1.241,-0.353,1.065,0.916,1.041,0.803,0.962,1.292,-0.616,1.105,-0.073,-inf,-0.562,-inf,-0.083,-0.446,0.215,,1.641,-0.693,1.075,0.239,-inf,-0.916,-inf,-0.083,-0.562,0.806,,11.53,11.536,11.538,11.536,11.535,11.54,11.545,11.547,11.539,11.528,11.516,11.514,11.541,11.571,11.599,11.535,11.537,11.544,11.52,11.571,11.534
21,6.073,-inf,6.95,-2.229,-5.78,-3.075,-4.838,-4.49,-0.242,-2.47,-5.398,-1.518,-1.739,-0.01,11.31,0.975,0.92,3.718,6.658,3.254,11.875,1.74,7.593,10.872,11.101,10.173,-3.485,-1.327,-4.492,-2.291,-0.004,-1.37,-2.154,-1.49,-3.037,11.375,-0.162,-9.849,-4.409,12.334,-1.882,-0.093,0.803,0.693,0.803,0.588,0.726,0.068,-0.105,0.908,0.27,-1.427,-0.635,-1.022,-0.174,-0.02,-0.511,,0.182,0.02,0.94,0.419,-2.04,-0.844,-1.347,0.095,0.02,-0.248,,12.155,12.167,12.183,12.202,12.22,12.234,12.242,12.245,12.242,12.237,12.231,12.224,12.234,12.25,12.271,12.168,12.219,12.243,12.231,12.251,12.216
22,6.098,-inf,6.952,-2.075,-5.224,-3.018,-4.959,-1.6,-0.896,-2.624,-4.573,-1.305,-1.849,-0.006,11.194,0.859,0.967,3.635,6.649,3.254,11.634,1.705,7.592,10.821,11.044,10.257,-3.969,-1.171,-5.071,-2.882,-0.002,-0.908,-1.989,-1.563,-2.746,10.809,-0.215,-7.401,-4.663,12.188,-1.926,-0.395,1.041,0.916,1.018,0.861,0.962,-0.942,-0.528,1.008,-0.211,-1.427,-0.942,-0.494,-0.528,-0.357,-0.968,,-1.139,-0.673,1.176,-0.198,-2.04,-1.561,-0.799,-0.315,-0.713,-1.347,,11.671,11.691,11.713,11.728,11.74,11.753,11.765,11.774,11.774,11.771,11.77,11.772,11.789,11.806,11.822,11.692,11.74,11.771,11.771,11.806,11.744
23,6.103,-inf,6.954,-2.319,-5.194,-2.945,-5.374,-0.334,-0.657,-2.626,-3.384,-1.482,-1.907,-0.014,10.808,1.044,0.896,3.681,6.547,3.547,11.355,1.74,7.588,10.462,10.88,9.88,-4.864,-0.896,-4.317,-2.826,-0.005,-0.935,-1.937,-1.435,-3.02,10.575,-0.132,-4.884,-4.941,11.889,-1.409,-1.313,1.661,1.489,1.775,1.526,1.619,0.231,-0.288,1.012,-0.139,-1.171,-0.713,-1.05,-0.083,-0.288,0.262,,0.445,-0.041,1.147,-0.186,-1.715,-1.079,-1.609,0.131,-0.446,0.621,,10.959,10.956,10.945,10.932,10.922,10.925,10.936,10.945,10.949,10.953,10.956,10.96,10.987,11.016,11.043,10.953,10.926,10.943,10.957,11.015,10.945
24,6.144,-inf,6.956,-2.434,-6.103,-3.101,-4.665,-4.162,-0.805,-2.383,-5.146,-1.365,-2.024,-0.006,11.014,1.026,0.978,3.681,6.471,3.329,11.654,1.74,7.593,10.693,10.903,10.018,-3.675,-1.355,-5.027,-2.413,-0.001,-1.326,-1.999,-1.546,-3.057,11.178,-0.191,-6.528,-4.643,12.199,-1.804,-0.228,0.916,0.818,0.916,0.726,0.847,0.307,-0.616,1.2,0.122,-1.079,-0.844,-0.799,-0.342,-0.186,-0.994,,0.322,-0.315,1.306,0.199,-1.514,-1.309,-1.309,-0.186,-0.151,-0.777,,11.807,11.824,11.845,11.863,11.877,11.892,11.903,11.912,11.914,11.91,11.902,11.897,11.93,11.98,12.034,11.826,11.877,11.91,11.903,11.982,11.879
25,6.312,-inf,6.957,-1.8,-4.606,-2.808,-4.598,-1.574,-0.633,-2.241,-4.672,-1.59,-2.286,-0.005,11.624,0.986,0.884,3.664,6.833,3.367,12.071,1.808,7.598,11.121,11.276,10.557,-3.005,-1.422,-4.603,-2.172,-0.002,-1.412,-1.818,-1.583,-3.024,11.375,-0.149,-6.917,-5.513,12.513,-2.028,-0.314,0.847,0.71,0.889,0.676,0.785,-0.186,-0.094,0.27,0.157,-1.897,-0.635,-1.109,-0.274,0.531,-0.198,,0.191,0.14,0.542,0.199,-2.207,-0.844,-1.139,-0.163,0.642,0.095,,12.273,12.284,12.295,12.307,12.318,12.328,12.333,12.336,12.338,12.342,12.345,12.347,12.35,12.353,12.359,12.284,12.318,12.336,12.345,12.354,12.321
26,6.326,-inf,6.959,-2.468,-5.736,-3.391,-5.57,-1.168,-0.851,-2.824,-4.684,-0.799,-2.007,-0.002,11.156,0.971,0.975,3.686,6.435,3.357,11.592,1.649,7.594,10.557,10.825,10.086,-4.14,-1.049,-4.994,-2.714,-0.001,-1.098,-2.541,-1.934,-3.32,10.515,-0.096,-5.579,-5.459,12.04,-1.48,-0.512,1.142,1.018,1.214,1.131,1.129,0.85,-0.462,0.536,0.0,-2.12,-0.446,-1.109,-0.4,-0.062,-0.777,,1.256,-0.431,0.732,0.01,-2.996,-0.868,-1.561,-0.151,-0.174,-0.799,,11.64,11.65,11.659,11.664,11.669,11.679,11.688,11.693,11.692,11.688,11.685,11.685,11.707,11.727,11.742,11.65,11.67,11.691,11.686,11.725,11.674
27,6.333,-inf,6.961,-2.216,-4.986,-3.049,-4.09,-1.876,-0.767,-2.459,-4.09,-1.468,-2.059,-0.003,11.139,1.004,0.924,3.726,6.575,3.364,11.772,1.758,7.588,10.758,11.058,10.161,-3.81,-1.16,-4.22,-2.48,-0.003,-1.31,-1.93,-1.387,-3.287,11.547,-0.118,-6.772,-4.882,12.171,-1.655,-0.26,1.214,1.076,1.163,0.956,1.107,-2.408,-0.562,0.47,0.077,-1.347,-0.511,-0.562,0.278,0.148,-0.248,,-1.833,-0.462,0.372,0.223,-2.04,-0.755,-0.942,0.652,0.166,0.095,,11.762,11.769,11.773,11.778,11.784,11.794,11.8,11.804,11.802,11.798,11.792,11.787,11.804,11.824,11.845,11.768,11.786,11.802,11.793,11.825,11.787
28,6.363,-inf,6.963,-2.438,-5.661,-3.782,-5.343,-2.06,-1.03,-2.453,-4.744,-1.394,-1.943,-0.007,10.899,0.944,0.971,3.775,6.303,3.219,11.497,1.74,7.592,10.691,10.988,9.972,-3.677,-1.185,-4.091,-2.706,-0.004,-1.388,-1.887,-1.583,-2.97,9.703,-0.152,-inf,-5.015,11.99,-1.569,-0.176,1.053,0.993,1.11,0.875,1.012,1.227,-0.916,1.125,-0.186,-1.897,-0.868,-2.207,-0.528,-0.274,-0.654,,1.409,-0.968,1.157,-0.117,-2.207,-1.079,-2.526,-0.416,-0.494,-0.416,,11.42,11.42,11.414,11.407,11.407,11.424,11.437,11.445,11.438,11.431,11.426,11.426,11.46,11.491,11.52,11.418,11.413,11.44,11.428,11.49,11.425
29,6.4,-inf,6.965,-2.303,-5.859,-3.439,-4.846,-3.15,-0.711,-2.049,-4.813,-1.805,-2.404,-0.007,11.081,1.085,1.026,3.664,6.365,3.077,11.582,1.841,7.591,10.684,10.907,10.188,-4.196,-1.275,-4.117,-2.66,-0.001,-1.221,-1.542,-1.447,-3.439,10.375,-0.184,-inf,-4.888,12.081,-1.544,-0.277,0.903,0.788,0.903,0.818,0.854,0.104,-0.892,1.643,-0.386,-2.207,-0.416,-1.609,-0.777,-0.528,-0.942,,0.293,-1.022,1.641,-0.494,-2.526,-0.916,-1.833,-0.673,-0.598,-0.635,,11.676,11.682,11.686,11.691,11.698,11.71,11.722,11.732,11.733,11.738,11.749,11.765,11.789,11.811,11.83,11.681,11.7,11.729,11.751,11.811,11.716
